[1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13] ; 1130624.275
[] ; 62588400.0
[1] ; 17186787.961
[2] ; 17435168.68
[3] ; 17013773.143
[4] ; 17099407.466
[5] ; 17004870.311
[6] ; 17144799.042
[7] ; 17093190.493
[8] ; 17285181.82
[9] ; 17167470.182
[10] ; 17214713.525
[11] ; 16955822.33
[12] ; 16973868.404
[13] ; 17722100.107
[14] ; 17012294.993
[15] ; 17453195.725
[16] ; 17053039.413
[2, 3, 4, 6, 7, 9, 10, 11] ; 1246494.48
[3, 4, 5, 7, 8, 12, 13, 15] ; 1278659.072
[1, 2, 3, 4, 6, 11, 12, 13] ; 1097583.283
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1026956.927
[3, 4, 5, 6, 8, 9, 10, 11, 13, 15, 16] ; 1143027.045
[2, 5, 6, 7, 8, 12, 15, 16] ; 1312846.929
[4, 5, 6, 7, 10, 11, 12, 14, 15, 16] ; 1345936.506
[1, 2, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16] ; 1101299.2
[1, 2, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16] ; 1043497.253
[3, 4, 6, 9, 14, 16] ; 1440213.323
[2, 4, 5, 6, 8, 10, 11, 14, 15, 16] ; 1277881.102
[1, 2, 4, 9, 11, 12, 13, 15, 16] ; 1171853.686
[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16] ; 1075753.377
[3, 7, 8, 9, 10] ; 1619388.902
[3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16] ; 1129866.667
[1, 2, 3, 4, 9, 10, 11, 12, 15] ; 1349524.802
[1, 3, 5, 9, 12, 14, 15, 16] ; 1297554.569
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] ; 1125499.613
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16] ; 1099071.27
[2, 3, 5, 7, 8, 10, 11, 12, 13] ; 1143660.735
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] ; 1094072.404
[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1060570.118
[5, 7, 8, 9, 14] ; 1458789.138
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 16] ; 1179431.495
[3, 5, 6, 8, 15, 16] ; 1276804.682
[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16] ; 1121137.581
[1, 3, 5, 7, 8, 9, 11, 13, 14, 15] ; 1089777.077
[1, 3, 4, 5, 6, 7, 8, 11, 14, 15] ; 1240898.102
[1, 2, 5, 6, 7, 8, 9, 10, 13, 14, 15] ; 1149646.821
[1, 2, 5, 6, 7, 8, 10, 12, 14, 15, 16] ; 1277181.55
[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16] ; 1111051.456
[1, 2, 3, 6, 7, 8, 10, 13, 14, 15, 16] ; 1293887.301
[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1033654.242
[1, 2, 3, 4, 5, 9, 10, 11, 13, 15, 16] ; 1108250.218
[2, 5, 7, 8, 9, 10, 14, 16] ; 1355372.536
[1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1157589.391
[3, 4, 7, 8, 9, 11] ; 1295889.85
[1, 2, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15] ; 1132888.462
[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 16] ; 1116758.952
[1, 6, 7, 10, 11, 14] ; 1453128.778
[4, 9, 10, 11, 14, 15, 16] ; 1419610.079
[1, 2, 6, 7, 9, 10, 11] ; 1220291.618
[1, 5, 6, 7, 12] ; 1423751.926
[1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1074829.214
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15] ; 1047070.647
[1, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16] ; 1101697.139
[1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 16] ; 1149744.722
[4, 5, 6, 9, 11, 12, 13, 14] ; 1215372.419
[1, 6, 8, 10, 13, 14] ; 1447111.865
[2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15] ; 1131938.704
[1, 3, 5, 7, 8] ; 1426430.624
[1, 3, 4, 5, 6, 8, 9, 10, 11, 12] ; 1274055.572
[1, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16] ; 1133229.252
[1, 3, 6, 8, 10, 16] ; 1488206.355
[1, 7, 9, 10, 11, 13, 14, 15, 16] ; 1390389.315
[3, 5, 10, 12, 13, 16] ; 1309986.04
[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16] ; 1162215.965
[1, 9, 10, 11, 14] ; 1567817.492
[2, 3, 4, 6, 7, 13] ; 1214179.42
[1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16] ; 1077239.855
[3, 5, 7, 13, 16] ; 1452856.002
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1027006.749
[1, 4, 5, 8, 13] ; 1330029.617
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16] ; 1143549.125
[1, 2, 3, 4, 5, 7, 9, 11, 13, 14, 15] ; 1177380.481
[1, 3, 4, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16] ; 1183884.003
[2, 3, 6, 11, 16] ; 1399783.727
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1100345.207
[1, 2, 3, 4, 5, 6, 7, 10, 11, 13, 14, 15] ; 1050498.158
[4, 8, 11, 12, 13] ; 1426540.982
[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1180663.719
[1, 2, 4, 5, 7, 9, 10, 16] ; 1310904.971
[3, 4, 5, 7, 12, 13, 14, 15, 16] ; 1163262.217
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1121437.842
[1, 3, 4, 6, 7, 8, 11, 12, 13, 14, 16] ; 1148712.058
[1, 3, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16] ; 1094935.056
[2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16] ; 1185380.24
[1, 2, 3, 5, 14] ; 1388380.579
[1, 2, 4, 8, 10] ; 1519462.747
[1, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15, 16] ; 1024955.012
[1, 2, 3, 4, 8, 9, 10, 11, 12, 15, 16] ; 1229085.937
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16] ; 1059818.208
[1, 2, 3, 8, 10, 11, 12, 15] ; 1292540.037
[3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15] ; 1174717.76
[2, 3, 4, 5, 7, 8, 9, 10, 11, 15, 16] ; 1254417.245
[1, 2, 3, 4, 5, 9, 11, 13, 14, 16] ; 1230186.984
[2, 4, 8, 13, 15] ; 1654217.655
[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1110640.083
[2, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16] ; 1167834.157
[1, 9, 11, 12, 14, 16] ; 1447386.602
[1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15, 16] ; 1195010.519
[2, 3, 4, 7, 11, 12, 13, 14, 16] ; 1185613.35
[3, 5, 8, 10, 12, 13, 16] ; 1376859.652
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1037590.432
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1068843.265
[2, 4, 7, 12, 13, 14] ; 1397386.639
[1, 7, 8, 9, 15] ; 1742938.748
[2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1168276.684
[1, 2, 3, 4, 5, 6, 7, 9, 12, 14, 15, 16] ; 1228804.688
[1, 2, 4, 5, 6, 7, 9, 11, 13] ; 1112075.117
[2, 3, 4, 7, 11] ; 1284289.046
[1, 2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16] ; 1100101.248
[1, 5, 6, 7, 9, 11, 13, 15] ; 1132312.164
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1079476.771
[1, 3, 4, 8, 10, 14, 15, 16] ; 1367469.147
[1, 7, 8, 9, 10, 14] ; 1625492.147
[1, 2, 3, 4, 5, 6, 8, 12, 13, 14, 16] ; 1137997.485
[1, 3, 5, 7, 9, 11, 13, 15, 16] ; 1238904.015
[2, 3, 4, 6, 7, 8, 9, 10, 12, 15, 16] ; 1222349.399
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1058508.691
[2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1072164.616
[1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 16] ; 1096790.634
[2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 15] ; 1094277.192
[1, 2, 3, 4, 5, 6, 8, 9, 11, 13] ; 1117442.098
[1, 2, 6, 8, 12, 13, 14] ; 1216112.977
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1089861.167
[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 16] ; 1056031.188
[1, 3, 4, 6, 7, 8, 10, 11, 13, 15] ; 1211379.19
[1, 2, 3, 4, 5, 6, 11, 12, 13, 15] ; 1143590.684
[3, 4, 10, 12, 14] ; 1402726.524
[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1106007.211
[2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16] ; 1057998.636
[1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15] ; 1124127.025
[7, 9, 11, 12, 13, 14, 15, 16] ; 1287321.045
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14] ; 1108737.585
[1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16] ; 1222449.943
[1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16] ; 1184144.05
[3, 4, 5, 7, 10, 11, 12, 13, 14, 15] ; 1125223.537
[3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 16] ; 1131296.442
[2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15] ; 1157169.817
[1, 2, 3, 4, 5, 8, 10, 11, 13, 14, 15] ; 1150277.597
[3, 5, 10, 12, 16] ; 1480299.361
[9, 10, 11, 15, 16] ; 1747561.732
[2, 7, 8, 11, 12, 14, 16] ; 1398804.697
[1, 2, 3, 4, 6, 8, 9, 10, 14, 16] ; 1207933.441
[1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16] ; 1089837.673
[2, 4, 7, 8, 10, 11, 12, 13, 16] ; 1200127.094
[2, 6, 7, 8, 13] ; 1537561.14
[1, 2, 4, 5, 6, 7, 8, 9, 12, 13, 14, 16] ; 1175248.916
[1, 2, 3, 6, 13] ; 1403647.626
[2, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16] ; 1373268.206
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16] ; 1079501.682
[1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 16] ; 1147829.583
[1, 3, 4, 5, 9, 14] ; 1391470.776
[2, 7, 14, 15, 16] ; 1850707.754
[1, 3, 11, 14, 15] ; 1455374.544
[2, 3, 5, 6, 7, 9, 10, 14, 15, 16] ; 1291189.759
[1, 3, 4, 5, 6, 7, 8, 10, 12, 14, 15, 16] ; 1316607.209
[1, 2, 8, 10, 11, 13, 15, 16] ; 1373441.087
